automobile_id,car_model,brand_name,length_mm,width_mm,height_mm,kg,rank
6667,2001 Toyota Highlander,TOYOTA,4689.0,1826.0,1725.0,1925.0,2
6668,TOYOTA Previa 2000-2003,TOYOTA,4750.0,1791.0,1770.0,1645.0,2
6669,TOYOTA MR2 Spyder Cabrio 2000-2002,TOYOTA,3879.0,1699.0,1240.0,950.0,1
6670,TOYOTA Sequoia 2000-2007,TOYOTA,5179.0,2004.0,1849.0,2404.0,2
6671,TOYOTA RAV4 5 Doors 2000-2003,TOYOTA,4201.0,1740.0,1679.0,1370.0,1
6672,TOYOTA RAV4 3 Doors 2000-2003,TOYOTA,3800.0,1740.0,1669.0,1315.0,1
6673,TOYOTA Avensis 2000-2003,TOYOTA,4521.0,1709.0,1420.0,1295.0,1
6674,TOYOTA Avensis Wagon 2000-2003,TOYOTA,4600.0,1709.0,1501.0,1330.0,1
6675,2000 Toyota Corolla 3 Doors,TOYOTA,4120.0,1689.0,1379.0,1170.0,1
6676,2000 Toyota Corolla Sedan,TOYOTA,4321.0,1689.0,1379.0,1169.0,1
6677,2000 Toyota Corolla 5 Doors,TOYOTA,4290.0,1689.0,1379.0,1205.0,1
6678,TOYOTA Corolla Wagon 2000-2002,TOYOTA,4341.0,1689.0,1440.0,1205.0,1
6679,2000 Toyota Celica,TOYOTA,4341.0,1740.0,1321.0,1115.0,1
6680,TOYOTA Tundra Access Cab 1999-2003,TOYOTA,5525.0,1910.0,1796.0,2049.0,2
6681,TOYOTA Yaris Verso 1999-2003,TOYOTA,3858.0,1689.0,1699.0,1045.0,1
6682,TOYOTA Yaris 3 Doors 1999-2003,TOYOTA,3609.0,1661.0,1501.0,915.0,1
6683,TOYOTA Yaris 5 Doors 1999-2003,TOYOTA,3609.0,1661.0,1501.0,925.0,1
6684,TOYOTA Land Cruiser 100 1998-2002,TOYOTA,4890.0,1941.0,1880.0,2650.0,3
6685,1998 Toyota Sienna,TOYOTA,4933.0,1864.0,1709.0,1778.0,2
6686,TOYOTA Avensis 1997-2000,TOYOTA,4491.0,1709.0,1420.0,1295.0,1
6687,1997 Toyota Avensis Liftback,TOYOTA,4491.0,1709.0,1420.0,1315.0,1
6688,TOYOTA Avensis Wagon 1997-2000,TOYOTA,4569.0,1709.0,1501.0,1330.0,1
6690,TOYOTA Corolla 3 Doors 1997-2000,TOYOTA,4300.0,1689.0,1379.0,1100.0,1
6691,TOYOTA Corolla Sedan 1997-2000,TOYOTA,4300.0,1689.0,1379.0,1100.0,1
6692,TOYOTA Corolla 5 Doors 1997-2000,TOYOTA,4270.0,1689.0,1379.0,1135.0,1
6693,TOYOTA Corolla Wagon 1997-2000,TOYOTA,4321.0,1689.0,1440.0,1150.0,1
6694,1997 Toyota Prius,TOYOTA,4140.0,1699.0,1481.0,1225.0,1
6695,TOYOTA Paseo 1996-2000,TOYOTA,4161.0,1661.0,1290.0,895.0,1
6696,Toyota Picnic,TOYOTA,4529.0,1699.0,1621.0,1355.0,1
6697,TOYOTA Starlet 3 Doors 1996-1999,TOYOTA,3741.0,1641.0,1400.0,820.0,1
6698,TOYOTA Starlet 5 Doors 1996-1999,TOYOTA,3739.0,1638.0,1400.0,835.0,1
6699,TOYOTA Prado / Meru 1996-2001,TOYOTA,4293.0,1730.0,1834.0,1815.0,2
6700,TOYOTA Celica Convertible 1995-1999,TOYOTA,4501.0,1750.0,1331.0,1250.0,1
6701,TOYOTA Celica 1994-1999,TOYOTA,4420.0,1750.0,1300.0,1420.0,1
6702,TOYOTA Supra 1993-2002,TOYOTA,4521.0,1811.0,1275.0,1585.0,1
6703,TOYOTA Corolla 3 Doors 1992-1997,TOYOTA,4100.0,1679.0,1379.0,1077.0,1
6704,TOYOTA Corolla Sedan 1992-1997,TOYOTA,4270.0,1679.0,1379.0,1075.0,1
6705,TOYOTA Corolla 5 Doors 1992-1997,TOYOTA,4100.0,1679.0,1379.0,1085.0,1
6706,TOYOTA Corolla Liftback 1992-1997,TOYOTA,4300.0,1679.0,1379.0,1098.0,1
6707,TOYOTA Previa 1992-1998,TOYOTA,4750.0,1801.0,1781.0,1691.0,2
6709,TOYOTA Celica Convertible 1991-1994,TOYOTA,4491.0,1699.0,1321.0,1239.0,1
6710,TOYOTA 4Runner 1990-1995,TOYOTA,4491.0,1689.0,1750.0,1800.0,2
6711,TOYOTA Celica 1990-1994,TOYOTA,4420.0,1699.0,1300.0,1468.0,1
6712,1990 Toyota MR2,TOYOTA,4181.0,1699.0,1240.0,1215.0,1
6713,TOYOTA Starlet 5 Doors 1990-1996,TOYOTA,3719.0,1598.0,1389.0,830.0,1
6714,1991 Toyota Land Cruiser FJ80,TOYOTA,4818.0,1829.0,1910.0,2046.0,2
6715,TOYOTA Starlet 3 Doors 1989-1996,TOYOTA,3721.0,1600.0,1389.0,819.0,1
6717,TOYOTA Corolla 3 Doors 1987-1992,TOYOTA,4001.0,1661.0,1359.0,1033.0,1
6718,TOYOTA Corolla 5 Doors 1987-1992,TOYOTA,4001.0,1661.0,1359.0,1037.0,1
6719,TOYOTA Corolla Liftback 1987-1992,TOYOTA,4219.0,1661.0,1359.0,1074.0,1
6720,TOYOTA MR2 1985-1990,TOYOTA,3919.0,1661.0,1250.0,1034.0,1
6721,TOYOTA Land Cruiser FJ70 Pick-up 1984-1990,TOYOTA,5075.0,1689.0,1969.0,2046.0,2
6722,Toyota Land Cruiser 70 Series,TOYOTA,5060.0,1689.0,2113.0,2270.0,2
6723,TOYOTA Starlet 3 Doors 1984-1989,TOYOTA,3701.0,1590.0,1400.0,793.0,1
6725,TOYOTA Crown 1979-1983,TOYOTA,4859.0,1720.0,1430.0,1442.0,1
6804,VinFast VF 3,VinFast,3721.0,1600.0,1389.0,819.0,1
6805,VinFast VF 5,VinFast,4001.0,1661.0,1359.0,1033.0,1
6806,VinFast VF 6,VinFast,4750.0,1801.0,1781.0,1691.0,2
6807,VinFast VF 8,VinFast,4750.0,1900.0,1661.0,1815.0,2
6808,VinFast VF 9,VinFast,5121.0,1999.0,1722.0,1645.0,2
