automobile_id,car_model,engine_name,brand_name,length_mm,width_mm,height_mm,kg,search_text,rank
2346,FORD Ranger Regular Cab 2000-2005,2.3,FORD,4788.0,1681.0,1763.0,1365.0,FORD Ranger Regular Cab 2000-2005 2.3,1
2347,2000 Ford Galaxy,2.8L V6 6MT FWD (204 HP),FORD,4630.0,1811.0,1730.0,1733.0,2000 Ford Galaxy 2.8L V6 6MT FWD (204 HP),2
2348,FORD Taurus 1999-2007,3.0L V6 4AT (201 HP),FORD,5019.0,1854.0,1425.0,1503.0,FORD Taurus 1999-2007 3.0L V6 4AT (201 HP),1
2349,FORD Taurus Wagon 1999-2007,3.0L V6 4AT (155 HP),FORD,5022.0,1854.0,1468.0,1586.0,FORD Taurus Wagon 1999-2007 3.0L V6 4AT (155 HP),1
2350,FORD Econovan 1999-2005,2.0 TD 5MT (86 HP),FORD,4689.0,1694.0,1981.0,1630.0,FORD Econovan 1999-2005 2.0 TD 5MT (86 HP),2
2351,FORD Fiesta 3 Doors 1999-2002,1.8L D 5MT FWD (60 HP),FORD,3830.0,1631.0,1321.0,980.0,FORD Fiesta 3 Doors 1999-2002 1.8L D 5MT FWD (60 HP),1
2352,FORD Fiesta 5 Doors 1999-2002,1.4i 5MT FWD (90 HP),FORD,3830.0,1631.0,1321.0,9868.0,FORD Fiesta 5 Doors 1999-2002 1.4i 5MT FWD (90 HP),3
2353,FORD Focus 4 Doors 1999-2001,1.8L TDCi 5MT FWD (115 HP),FORD,4361.0,1699.0,1430.0,1372.0,FORD Focus 4 Doors 1999-2001 1.8L TDCi 5MT FWD (115 HP),1
2354,FORD Focus Wagon 1999-2001,1.8L TDdi 5MT (75 HP),FORD,4440.0,1699.0,1450.0,1244.0,FORD Focus Wagon 1999-2001 1.8L TDdi 5MT (75 HP),1
2355,FORD Crown Victoria 1998-2007,4.6L V8 4AT RWD (227 HP),FORD,5385.0,1986.0,1443.0,1840.0,FORD Crown Victoria 1998-2007 4.6L V8 4AT RWD (227 HP),2
2356,FORD Mustang Convertible 1998-2004,4.6L V8 5MT RWD (326 HP),FORD,4653.0,1857.0,1351.0,1535.0,FORD Mustang Convertible 1998-2004 4.6L V8 5MT RWD (326 HP),1
2357,FORD Mustang 1998-2004,4.6L V8 5MT RWD (390 HP),FORD,4653.0,1857.0,1349.0,1665.0,FORD Mustang 1998-2004 4.6L V8 5MT RWD (390 HP),2
2358,FORD Cougar 1998-2001,2.5i 5MT (170 HP),FORD,4699.0,1770.0,1321.0,1342.0,FORD Cougar 1998-2001 2.5i 5MT (170 HP),1
2359,1998 Ford Puma,1.6i 5MT FWD (103 HP),FORD,3980.0,1669.0,1341.0,1035.0,1998 Ford Puma 1.6i 5MT FWD (103 HP),1
2360,FORD Windstar 1998-2004,3.8L V6 4AT (155 HP),FORD,5118.0,1910.0,1656.0,1822.0,FORD Windstar 1998-2004 3.8L V6 4AT (155 HP),2
2361,FORD Focus 3 Doors 1998-2001,1.8L TDdi 5MT FWD (90 HP),FORD,4150.0,1699.0,1430.0,1175.0,FORD Focus 3 Doors 1998-2001 1.8L TDdi 5MT FWD (90 HP),1
2362,FORD Focus 5 Doors 1998-2001,1.8L TDdi FWD (75 HP),FORD,4150.0,1699.0,1430.0,1208.0,FORD Focus 5 Doors 1998-2001 1.8L TDdi FWD (75 HP),1
2363,FORD Mondeo Sedan 1997-2000,ST 2.5L 5MT (205 HP),FORD,4559.0,1750.0,1369.0,1345.0,FORD Mondeo Sedan 1997-2000 ST 2.5L 5MT (205 HP),1
2364,FORD Ka 1997-2008,1.3L 5MT FWD (60 HP),FORD,3620.0,1638.0,1412.0,965.0,FORD Ka 1997-2008 1.3L 5MT FWD (60 HP),1
2365,FORD Mustang GT 1996,4.6,FORD,4610.0,1824.0,1351.0,1547.0,FORD Mustang GT 1996 4.6,1
2366,FORD Mondeo Hatchback 1996-2000,2.5i V6 5MT FWD (170 HP) ,FORD,4562.0,1750.0,1369.0,1350.0,FORD Mondeo Hatchback 1996-2000 2.5i V6 5MT FWD (170 HP),1
2367,FORD Mondeo Wagon 1996-2000,2.5i V6 5MT (170 HP),FORD,4671.0,1750.0,1389.0,1392.0,FORD Mondeo Wagon 1996-2000 2.5i V6 5MT (170 HP),1
2368,FORD Expedition 1996-2002,5.4L 4AT RWD (260 HP),FORD,5197.0,1996.0,1887.0,2406.0,FORD Expedition 1996-2002 5.4L 4AT RWD (260 HP),2
2369,FORD F-150 Regular Cab 1996-2004,5.4L V8 4AT (260 HP),FORD,5255.0,2004.0,1847.0,1893.0,FORD F-150 Regular Cab 1996-2004 5.4L V8 4AT (260 HP),2
2370,1996 Ford Maverick 5 Doors,2.7L TD 5MT AWD (101 HP)25,FORD,4661.0,1760.0,1849.0,1850.0,1996 Ford Maverick 5 Doors 2.7L TD 5MT AWD (101 HP)25,2
2371,1996 Ford Maverick 3 Doors,2.7L TD 5MT AWD (125 HP),FORD,4181.0,1760.0,1829.0,1720.0,1996 Ford Maverick 3 Doors 2.7L TD 5MT AWD (125 HP),2
2372,FORD Taurus 1995-1999,3.0L V6 4AT (145 HP),FORD,5070.0,1859.0,1400.0,1525.0,FORD Taurus 1995-1999 3.0L V6 4AT (145 HP),1
2373,FORD Taurus Wagon 1995-1999,3.0L V6 4AT (203 HP),FORD,5070.0,1859.0,1400.0,1602.0,FORD Taurus Wagon 1995-1999 3.0L V6 4AT (203 HP),2
2374,FORD Escort 3 Doors 1995-2000,2.0i 5MT FWD (150 HP),FORD,4140.0,1679.0,1349.0,1179.0,FORD Escort 3 Doors 1995-2000 2.0i 5MT FWD (150 HP),1
2375,FORD Escort 4 Doors 1995-2000,1.8 TD (90 HP),FORD,4290.0,1679.0,1349.0,1140.0,FORD Escort 4 Doors 1995-2000 1.8 TD (90 HP),1
2376,FORD Escort 5 Doors 1995-2000,1.8 TD 5MT FWD (90 HP),FORD,4140.0,1679.0,1349.0,1120.0,FORD Escort 5 Doors 1995-2000 1.8 TD 5MT FWD (90 HP),1
2377,FORD Escort Cabrio 1995-1998,1.8L TD 5MT (90 HP),FORD,4140.0,1679.0,1400.0,1231.0,FORD Escort Cabrio 1995-1998 1.8L TD 5MT (90 HP),1
2378,FORD Escort Wagon 1995-2000,1.8L TD 5MT FWD (90 HP),FORD,4300.0,1679.0,1359.0,1175.0,FORD Escort Wagon 1995-2000 1.8L TD 5MT FWD (90 HP),1
2379,FORD Fiesta 5 Doors 1995-1999,1.8L D 5MT FWD (60 HP),FORD,3739.0,1610.0,1321.0,932.0,FORD Fiesta 5 Doors 1995-1999 1.8L D 5MT FWD (60 HP),1
2380,FORD Galaxy 1995-2000,2.8i V6 5MT FWD (174 HP),FORD,4620.0,1801.0,1730.0,1666.0,FORD Galaxy 1995-2000 2.8i V6 5MT FWD (174 HP),2
2381,FORD Probe 1994-1998,2.5L V6 5MT (162 HP),FORD,4580.0,1781.0,1311.0,1280.0,FORD Probe 1994-1998 2.5L V6 5MT (162 HP),1
2382,FORD Scorpio Sedan 1994-1997,2.5 TD 5MT RWD (116 HP),FORD,4821.0,1880.0,1389.0,1567.0,FORD Scorpio Sedan 1994-1997 2.5 TD 5MT RWD (116 HP),1
2383,FORD Scorpio Wagon 1994-1997,2.5l TD 5MT RWD (116 HP),FORD,4831.0,1869.0,1440.0,1616.0,FORD Scorpio Wagon 1994-1997 2.5l TD 5MT RWD (116 HP),2
2384,FORD Escort Cabrio 1993-1995,1.8i 5MT (129 HP),FORD,4110.0,1679.0,1359.0,1200.0,FORD Escort Cabrio 1993-1995 1.8i 5MT (129 HP),1
2385,FORD Mondeo Sedan 1993-1996,2.0i 5MT AWD (136 HP),FORD,4481.0,1750.0,1369.0,1350.0,FORD Mondeo Sedan 1993-1996 2.0i 5MT AWD (136 HP),1
2386,FORD Mondeo Hatchback 1993-1996,2.5i V6 5MT FWD (170 HP),FORD,4481.0,1750.0,1369.0,1340.0,FORD Mondeo Hatchback 1993-1996 2.5i V6 5MT FWD (170 HP),1
2387,FORD Mondeo Wagon 1993-1996,2.5i V6 5MT FWD (170 HP),FORD,4630.0,1740.0,1389.0,1380.0,FORD Mondeo Wagon 1993-1996 2.5i V6 5MT FWD (170 HP),1
2388,FORD Escort 4 Doors 1993-1995,1.8 D Turbo 5MT FWD (90 HP),FORD,4229.0,1679.0,1349.0,1140.0,FORD Escort 4 Doors 1993-1995 1.8 D Turbo 5MT FWD (90 HP),1
2389,FORD Fiesta 3 Doors 1993-1995,1.8i 5MT FWD (131 HP),FORD,3739.0,1610.0,1321.0,991.0,FORD Fiesta 3 Doors 1993-1995 1.8i 5MT FWD (131 HP),1
2390,1993 Ford Maverick 5 Doors,2.7L TD 5MT AWD (101 HP),FORD,4580.0,1740.0,1811.0,1820.0,1993 Ford Maverick 5 Doors 2.7L TD 5MT AWD (101 HP),2
2391,1993 Ford Maverick 3 Doors,2.7L TD 5MT (101 HP),FORD,4100.0,1740.0,1796.0,1690.0,1993 Ford Maverick 3 Doors 2.7L TD 5MT (101 HP),2
2392,FORD Scorpio Sedan 1992-1994,2.9i 4AT (194 HP),FORD,4740.0,1760.0,1430.0,1490.0,FORD Scorpio Sedan 1992-1994 2.9i 4AT (194 HP),1
2393,FORD Scorpio Wagon 1992-1994,2.9i 5MT RWD (145 HP),FORD,4740.0,1760.0,1491.0,1376.0,FORD Scorpio Wagon 1992-1994 2.9i 5MT RWD (145 HP),1
2394,FORD Bronco 1992-1996,4.9L 4AT AWD (147 HP),FORD,4663.0,2009.0,1892.0,,FORD Bronco 1992-1996 4.9L 4AT AWD (147 HP),
2395,FORD Escort 5 Doors 1992-1995,1.8D Turbo 5MT FWD (90 HP),FORD,4100.0,1679.0,1349.0,1120.0,FORD Escort 5 Doors 1992-1995 1.8D Turbo 5MT FWD (90 HP),1
2396,FORD Escort Clipper 1991-1992,1.8i 5MT (105 HP),FORD,4270.0,1679.0,1341.0,1087.0,FORD Escort Clipper 1991-1992 1.8i 5MT (105 HP),1
2397,FORD Escort 3 Doors 1990-1992,2.0i 5MT FWD (150 HP),FORD,4041.0,1679.0,1349.0,1096.0,FORD Escort 3 Doors 1990-1992 2.0i 5MT FWD (150 HP),1
2398,FORD Orion 1990-1993,1.8i 5MT (105 HP),FORD,4229.0,1679.0,1349.0,1045.0,FORD Orion 1990-1993 1.8i 5MT (105 HP),1
2399,FORD Scorpio Sedan 1990-1992,2.9i 4AT (194 HP),FORD,4740.0,1760.0,1440.0,1490.0,FORD Scorpio Sedan 1990-1992 2.9i 4AT (194 HP),1
2400,FORD Sierra 3 Doors 1990-1993,2.0i 5MT RWD (120 HP),FORD,4420.0,1689.0,1410.0,1145.0,FORD Sierra 3 Doors 1990-1993 2.0i 5MT RWD (120 HP),1
2401,FORD Sierra Sedan 1990-1993,2.0i 5MT RWD (120 HP),FORD,4470.0,1699.0,1410.0,1160.0,FORD Sierra Sedan 1990-1993 2.0i 5MT RWD (120 HP),1
2402,FORD Sierra 5 Doors 1990-1993,2.9i 5MT RWD (146 HP),FORD,4420.0,1689.0,1410.0,1270.0,FORD Sierra 5 Doors 1990-1993 2.9i 5MT RWD (146 HP),1
2403,FORD Escort 5 Doors 1990-1992,1.8i 5MT FWD (105 HP),FORD,4041.0,1679.0,1349.0,1033.0,FORD Escort 5 Doors 1990-1992 1.8i 5MT FWD (105 HP),1
2404,FORD Thunderbird 1989-1997,4.6L V6 4AT RWD (208 HP),FORD,5088.0,1847.0,1334.0,1687.0,FORD Thunderbird 1989-1997 4.6L V6 4AT RWD (208 HP),2
2405,FORD Fiesta 3 Doors 1989-1994,1.8L 5MT FWD (131 HP),FORD,3739.0,1610.0,1321.0,948.0,FORD Fiesta 3 Doors 1989-1994 1.8L 5MT FWD (131 HP),1
2406,FORD Fiesta 5 Doors 1989-1995,1.8L D 5MT FWD (60 HP),FORD,3739.0,1610.0,1321.0,932.0,FORD Fiesta 5 Doors 1989-1995 1.8L D 5MT FWD (60 HP),1
2407,FORD Bronco 1987-1991,4.9L 4AT AWD (147 HP),FORD,4585.0,2009.0,1892.0,,FORD Bronco 1987-1991 4.9L 4AT AWD (147 HP),
2408,FORD Fiesta 3 Doors 1986-1989,1.6L 5MT FWD (95 HP),FORD,3650.0,1549.0,1331.0,846.0,FORD Fiesta 3 Doors 1986-1989 1.6L 5MT FWD (95 HP),1
2409,FORD Thunderbird 1983-1988,3.8 (142 HP),FORD,5047.0,1847.0,1339.0,1606.0,FORD Thunderbird 1983-1988 3.8 (142 HP),2
2410,FORD Fiesta 3 Doors 1983-1986,1.6L 5MT FWD (96 HP),FORD,3650.0,1549.0,1331.0,846.0,FORD Fiesta 3 Doors 1983-1986 1.6L 5MT FWD (96 HP),1
2411,FORD Mustang 1981,2.3L 4MT (120 HP),FORD,4549.0,1755.0,1308.0,1206.0,FORD Mustang 1981 2.3L 4MT (120 HP),1
2412,Ford Thunderbird MKVIII,4.2L V8 4AT RWD (113 HP),FORD,5090.0,1882.0,1346.0,1577.0,Ford Thunderbird MKVIII 4.2L V8 4AT RWD (113 HP),1
2413,FORD Bronco 1980-1986,4.2L V8 4MT AWD (119 HP),FORD,4511.0,1961.0,1852.0,1970.0,FORD Bronco 1980-1986 4.2L V8 4MT AWD (119 HP),2
2414,FORD Escort 3 Doors 1980-1986,1.6d 5MT FWD (54 HP),FORD,3970.0,1641.0,1379.0,900.0,FORD Escort 3 Doors 1980-1986 1.6d 5MT FWD (54 HP),1
2415,FORD Mustang 1979,2.8L V6 3AT (111 HP),FORD,4549.0,1755.0,1308.0,1142.0,FORD Mustang 1979 2.8L V6 3AT (111 HP),1
2416,FORD Mustang 1978-1993,4.9L V8 3AT (141 HP),FORD,4445.0,1786.0,1270.0,1280.0,FORD Mustang 1978-1993 4.9L V8 3AT (141 HP),1
2417,FORD Capri 1978-1986,5.0L V8 4MT RWD (250 HP),FORD,4440.0,1699.0,1323.0,1330.0,FORD Capri 1978-1986 5.0L V8 4MT RWD (250 HP),1
2418,FORD Bronco 1978-1979,6.6L V8 3AT AWD (158 HP),FORD,4580.0,2014.0,1918.0,2140.0,FORD Bronco 1978-1979 6.6L V8 3AT AWD (158 HP),2
2419,FORD Thunderbird 1977-1979,5.7L V8 3AT (137 HP),FORD,5517.0,1994.0,1341.0,1813.0,FORD Thunderbird 1977-1979 5.7L V8 3AT (137 HP),2
2420,FORD Cortina 1976-1979,2.3L V6 4MT RWD (110 HP),FORD,4379.0,1699.0,1367.0,1128.0,FORD Cortina 1976-1979 2.3L V6 4MT RWD (110 HP),1
2421,FORD Fiesta 3 Doors 1976-1983,1.0L 4MT FWD (45 HP),FORD,3650.0,1570.0,1311.0,715.0,FORD Fiesta 3 Doors 1976-1983 1.0L 4MT FWD (45 HP),1
2422,FORD Thunderbird 1972-1976,7,FORD,5486.0,2014.0,1323.0,2085.0,FORD Thunderbird 1972-1976 7,2
2423,FORD Mustang 1972-1973,5.7L V8 4MT RWD (270 HP),FORD,4813.0,1882.0,1290.0,1654.0,FORD Mustang 1972-1973 5.7L V8 4MT RWD (270 HP),2
2424,FORD Mustang 1971,5.8,FORD,,,,,FORD Mustang 1971 5.8,
2425,1971 Ford Pinto,2.3L 3MT RWD (90 HP),FORD,4140.0,1763.0,1270.0,1064.0,1971 Ford Pinto 2.3L 3MT RWD (90 HP),1
2426,FORD Mustang 1970,7,FORD,4813.0,1882.0,1288.0,1460.0,FORD Mustang 1970 7,1
2427,FORD Cortina 1970-1976,2.0L 4MT RWD (99 HP),FORD,4260.0,1702.0,1321.0,1000.0,FORD Cortina 1970-1976 2.0L 4MT RWD (99 HP),1
2428,FORD Mustang 1969-1973,5.8L V8 3AT RWD (294 HP),FORD,4763.0,1821.0,1283.0,1620.0,FORD Mustang 1969-1973 5.8L V8 3AT RWD (294 HP),2
2429,1969 Ford Capri,3.0L V6 3AT RWD (140 HP),FORD,4262.0,1646.0,1331.0,1100.0,1969 Ford Capri 3.0L V6 3AT RWD (140 HP),1
2430,FORD Mustang 1968,7.0L V8 4MT RWD (406 HP),FORD,4663.0,1811.0,1311.0,1680.0,FORD Mustang 1968 7.0L V8 4MT RWD (406 HP),2
2431,FORD Thunderbird 1966,6.4L V8 3AT (320 HP),FORD,5217.0,1963.0,1334.0,2128.0,FORD Thunderbird 1966 6.4L V8 3AT (320 HP),2
2432,FORD Mustang 1966,6.4L V8 3AT (325 HP),FORD,4663.0,1811.0,1440.0,1465.0,FORD Mustang 1966 6.4L V8 3AT (325 HP),1
2433,FORD Cortina 1966-1970,1.3L 4MT (64 HP),FORD,4267.0,1646.0,1392.0,864.0,FORD Cortina 1966-1970 1.3L 4MT (64 HP),1
2434,FORD Zodiac 1966-1972,3,FORD,4699.0,1796.0,1473.0,1334.0,FORD Zodiac 1966-1972 3,1
2435,FORD Bronco 1966-1977,4.9L V8 3AT AWD (137 HP),FORD,3863.0,1748.0,1859.0,1630.0,FORD Bronco 1966-1977 4.9L V8 3AT AWD (137 HP),2
2436,FORD Thunderbird 1965,6.4,FORD,,,,,FORD Thunderbird 1965 6.4,
2439,FORD Thunderbird 1964,6.4,FORD,,,,,FORD Thunderbird 1964 6.4,
2440,FORD Mustang Convertible 1964-1973,4.3L V8 3MT RWD (164 HP),FORD,4760.0,1821.0,1308.0,1512.0,FORD Mustang Convertible 1964-1973 4.3L V8 3MT RWD (164 HP),1
2442,FORD Corsair 2000E 1964-1970,2.0L 4MT (98 HP),FORD,4483.0,1613.0,1448.0,1031.0,FORD Corsair 2000E 1964-1970 2.0L 4MT (98 HP),1
2445,FORD Thunderbird 1961,6.4L V8 3AT (309 HP),FORD,5207.0,1928.0,1354.0,1960.0,FORD Thunderbird 1961 6.4L V8 3AT (309 HP),2
2446,FORD Thunderbird 1960,5.8,FORD,,,,,FORD Thunderbird 1960 5.8,
2447,FORD Thunderbird 1959,5.8,FORD,,,,,FORD Thunderbird 1959 5.8,
2449,FORD Thunderbird 1958,5.8,FORD,,,,,FORD Thunderbird 1958 5.8,
2450,FORD Thunderbird 1957,3.9,FORD,,,,,FORD Thunderbird 1957 3.9,
2451,FORD Thunderbird 1956,3.9,FORD,,,,,FORD Thunderbird 1956 3.9,
2452,FORD Thunderbird 1955-1977,3.9,FORD,4458.0,1750.0,1308.0,,FORD Thunderbird 1955-1977 3.9,
2618,2025 Honda Odyssey,V6 10AT FWD (284 HP),HONDA,,,,,2025 Honda Odyssey V6 10AT FWD (284 HP),
2619,2025 Honda Civic Si,1.5L VTEC 6MT FWD (203 HP),HONDA,,,,,2025 Honda Civic Si 1.5L VTEC 6MT FWD (203 HP),
2620,2023 Honda e:Ny1,68.8 KWh (204 HP),HONDA,,,,,2023 Honda e:Ny1 68.8 KWh (204 HP),
2621,2023 Honda CR-V,2.0L e:HEV Atkinson CVT AWD,HONDA,4724.0,,,,2023 Honda CR-V 2.0L e:HEV Atkinson CVT AWD,
2622,2024 Honda ZR-V,1.5L Turbo CVT 4WD (178 HP),HONDA,4569.0,1839.0,1621.0,,2024 Honda ZR-V 1.5L Turbo CVT 4WD (178 HP),
2623,2024 Honda Prologue,85 KWh (288 HP),HONDA,4877.0,1989.0,1643.0,,2024 Honda Prologue 85 KWh (288 HP),
2624,2024 Honda Passport,3.5L V6 10AT AWD (280 HP),HONDA,4803.0,1996.0,1834.0,1918.0,2024 Honda Passport 3.5L V6 10AT AWD (280 HP),2
2626,HONDA HR-V 2022-Present,2.0L CVT AWD (158 HP) US,HONDA,4567.0,1839.0,1610.0,1486.0,HONDA HR-V 2022-Present 2.0L CVT AWD (158 HP) US,1
2627,2023 Honda Pilot,3.5L V6 10AT AWD (285 HP),HONDA,5077.0,1994.0,1803.0,2130.0,2023 Honda Pilot 3.5L V6 10AT AWD (285 HP),2
2628,2023 Honda Accord US,1.5L CVT (192 HP),HONDA,4971.0,1862.0,1450.0,,2023 Honda Accord US 1.5L CVT (192 HP),
2629,2023 Honda Civic Type R,2.0L 6MT FWD (315 HP),HONDA,4595.0,1890.0,1407.0,,2023 Honda Civic Type R 2.0L 6MT FWD (315 HP),
2630,2023 Honda Civic eHEV,2.0L e-CVT FWD (184 HP),HONDA,4552.0,1801.0,1407.0,1517.0,2023 Honda Civic eHEV 2.0L e-CVT FWD (184 HP),1
2632,HONDA HR-V 2021-2022,1.5L i-VTEC (132 HP),HONDA,,,,,HONDA HR-V 2021-2022 1.5L i-VTEC (132 HP),
2633,HONDA Civic Sedan 2021-Present,1.5L VTEC CVT (180 HP),HONDA,4674.0,1801.0,1415.0,1363.0,HONDA Civic Sedan 2021-Present 1.5L VTEC CVT (180 HP),1
2634,HONDA Civic Hatchback 2021-Present,1.5L 16V VTEC 6MT (180 HP),HONDA,4549.0,1801.0,1415.0,,HONDA Civic Hatchback 2021-Present 1.5L 16V VTEC 6MT (180 HP),
2635,2020 Honda e,35.4 KWh (154 HP),HONDA,3894.0,1750.0,1496.0,1400.0,2020 Honda e 35.4 KWh (154 HP),1
2636,HONDA Jazz / Fit 2020-Present,1.3L CVT (98 HP),HONDA,3995.0,1694.0,1539.0,,HONDA Jazz / Fit 2020-Present 1.3L CVT (98 HP),
2637,2021 Honda Odyssey,3.5L V6 i-VTEC 10AT FWD (280 HP),HONDA,5161.0,1994.0,1735.0,,2021 Honda Odyssey 3.5L V6 i-VTEC 10AT FWD (280 HP),
2638,2021 Honda Accord US,1.5L CVT (192 HP),HONDA,,,,,2021 Honda Accord US 1.5L CVT (192 HP),
2639,HONDA Civic Hatchback 2019-2021,1.5L CVT FWD (180 HP),HONDA,4519.0,1798.0,1435.0,1337.0,HONDA Civic Hatchback 2019-2021 1.5L CVT FWD (180 HP),1
2640,2020 Honda CR-V,1.5L Turbo CVT (190 HP),HONDA,4587.0,1854.0,1679.0,,2020 Honda CR-V 1.5L Turbo CVT (190 HP),
2641,HONDA Insight 2018-Present,1.5L CVT (151 HP),HONDA,4663.0,1819.0,1412.0,,HONDA Insight 2018-Present 1.5L CVT (151 HP),
2642,2019 Honda Pilot,3.5L V6 I-VTEC 6AT AWD (280 HP),HONDA,4940.0,1996.0,1773.0,,2019 Honda Pilot 3.5L V6 I-VTEC 6AT AWD (280 HP),
2643,HONDA HR-V 2018-2021,1.8L i-VTEC CVT AWD (141 HP),HONDA,4328.0,1773.0,1605.0,1404.0,HONDA HR-V 2018-2021 1.8L i-VTEC CVT AWD (141 HP),1
2644,HONDA Civic Sedan 2018-2021,1.5L CVT FWD (174 HP),HONDA,4630.0,1798.0,1415.0,,HONDA Civic Sedan 2018-2021 1.5L CVT FWD (174 HP),
2645,HONDA Civic Coupe 2018-Present,1.5L CVT FWD (174 HP),HONDA,4493.0,1798.0,1394.0,,HONDA Civic Coupe 2018-Present 1.5L CVT FWD (174 HP),
2646,2019 Honda Passport,3.5L V6 9AT FWD (280 HP),HONDA,4839.0,1996.0,1819.0,,2019 Honda Passport 3.5L V6 9AT FWD (280 HP),
2647,2018 Honda Odyssey,3.5L V6 10AT FWD (280 HP),HONDA,5161.0,1994.0,1735.0,1975.0,2018 Honda Odyssey 3.5L V6 10AT FWD (280 HP),2
2648,2018 Honda Accord,2.0L 10AT (252 HP),HONDA,4882.0,1862.0,1450.0,1532.0,2018 Honda Accord 2.0L 10AT (252 HP),1
2649,HONDA Jazz / Fit 2017-2020,1.5L CVT (130 HP),HONDA,4100.0,1702.0,1524.0,1165.0,HONDA Jazz / Fit 2017-2020 1.5L CVT (130 HP),1
2650,2017 Honda Ridgeline,3.5L V6 6AT 4x4 (280 HP),HONDA,5334.0,1996.0,1783.0,2010.0,2017 Honda Ridgeline 3.5L V6 6AT 4x4 (280 HP),2
2651,2016 Honda NSX,3.5L V6 9AT AWD (573 HP),HONDA,4470.0,1941.0,1214.0,,2016 Honda NSX 3.5L V6 9AT AWD (573 HP),
2652,HONDA Civic Coupe 2016-2018,1.5L 6MT FWD (174 HP),HONDA,4493.0,1798.0,1394.0,1315.0,HONDA Civic Coupe 2016-2018 1.5L 6MT FWD (174 HP),1
2653,2016 Honda Civic Sedan,1.5L CVT FWD (174 HP),HONDA,4630.0,1798.0,1415.0,1320.0,2016 Honda Civic Sedan 1.5L CVT FWD (174 HP),1
2654,HONDA Civic 5 Doors 2016-2019,1.5L CVT FWD (180 HP),HONDA,4519.0,1798.0,1435.0,1329.0,HONDA Civic 5 Doors 2016-2019 1.5L CVT FWD (180 HP),1
2655,HONDA CR-V 2016-2019,1.6L i-DTEC 6MT AWD (120 HP),HONDA,4587.0,1854.0,1679.0,1630.0,HONDA CR-V 2016-2019 1.6L i-DTEC 6MT AWD (120 HP),2
2656,2017 Honda Civic Type-R,2.0L 6MT FWD (320 HP),HONDA,4557.0,1877.0,1435.0,1420.0,2017 Honda Civic Type-R 2.0L 6MT FWD (320 HP),1
2657,2016 Honda Accord Sedan - US,3.5L V6 6AT (278 HP),HONDA,4890.0,1849.0,1466.0,1607.0,2016 Honda Accord Sedan - US 3.5L V6 6AT (278 HP),2
2658,2016 Honda Accord Coupe - US,3.5L V6 6AT (278 HP),HONDA,4813.0,1854.0,1435.0,1612.0,2016 Honda Accord Coupe - US 3.5L V6 6AT (278 HP),2
2659,HONDA Civic Si Coupe 2015-2016,2.4L i-VTEC 6MT (205 HP),HONDA,4542.0,1753.0,1397.0,1362.0,HONDA Civic Si Coupe 2015-2016 2.4L i-VTEC 6MT (205 HP),1
2660,HONDA Civic Coupe 2015-2016,1.8L i-VTEC CVT FWD (143 HP),HONDA,4519.0,1753.0,1397.0,1281.0,HONDA Civic Coupe 2015-2016 1.8L i-VTEC CVT FWD (143 HP),1
2661,HONDA S660 2015-Present,0.66L CVT RWD (63 HP),HONDA,3396.0,1476.0,1181.0,850.0,HONDA S660 2015-Present 0.66L CVT RWD (63 HP),1
2662,2016 Honda Pilot,3.5L V6 9AT AWD (280 HP),HONDA,4940.0,1996.0,1773.0,1952.0,2016 Honda Pilot 3.5L V6 9AT AWD (280 HP),2
2663,HONDA Civic 5 Doors 2015-2016,1.8L i-VTEC 5AT FWD (142 HP),HONDA,4369.0,1770.0,1590.0,1386.0,HONDA Civic 5 Doors 2015-2016 1.8L i-VTEC 5AT FWD (142 HP),1
2664,HONDA Civic Type-R 2015-2016,2.0L VTEC 6MT FWD (310 HP),HONDA,4389.0,1877.0,1466.0,1453.0,HONDA Civic Type-R 2015-2016 2.0L VTEC 6MT FWD (310 HP),1
2665,2015 Honda CR-V,1.6L i-DTEC 9AT AWD (160 HP),HONDA,4529.0,1819.0,1643.0,1658.0,2015 Honda CR-V 1.6L i-DTEC 9AT AWD (160 HP),2
2666,HONDA HR-V 5 doors 2014-2018,1.6L i-DTEC 6MT FWD (120 HP),HONDA,4295.0,1773.0,1605.0,1324.0,HONDA HR-V 5 doors 2014-2018 1.6L i-DTEC 6MT FWD (120 HP),1
2667,HONDA Legend 2014-Present,3.5L V6 7AT AWD (382 HP),HONDA,4981.0,1890.0,1466.0,1956.0,HONDA Legend 2014-Present 3.5L V6 7AT AWD (382 HP),2
2668,HONDA Civic Tourer 2013-2017,1.6L i-DTEC 6MT FWD (120 HP),HONDA,4521.0,1770.0,1440.0,1337.0,HONDA Civic Tourer 2013-2017 1.6L i-DTEC 6MT FWD (120 HP),1
2669,HONDA Crosstour 2013-2016,3.5L AWD 6AT (278 HP),HONDA,4999.0,1897.0,1669.0,1784.0,HONDA Crosstour 2013-2016 3.5L AWD 6AT (278 HP),2
2670,HONDA Jazz/Fit 2013-2017,1.5L i-VTEC CVT FWD (130 HP),HONDA,4064.0,1702.0,1524.0,1193.0,HONDA Jazz/Fit 2013-2017 1.5L i-VTEC CVT FWD (130 HP),1
2671,HONDA Civic 5 Doors 2012-2015,1.6L i-DTEC 6MT FWD (120 HP),HONDA,4300.0,1770.0,1471.0,1487.0,HONDA Civic 5 Doors 2012-2015 1.6L i-DTEC 6MT FWD (120 HP),1
