automobile_id,car_model,engine_name,brand_name,length_mm,width_mm,height_mm,kg,search_text,rank
3959,2022 Mercedes-Benz EQA,300 69.7 KWh 4MATIC 1-Speed (228 HP),MERCEDES BENZ,4463.0,1834.0,1621.0,2030.0,2022 Mercedes-Benz EQA 300 69.7 KWh 4MATIC 1-Speed (228 HP),2
3960,MERCEDES BENZ C-Class (W206) 2021-Present,C 180 9AT (170 HP),MERCEDES BENZ,,,,,MERCEDES BENZ C-Class (W206) 2021-Present C 180 9AT (170 HP),
3961,MERCEDES BENZ C-Class T-Modell (S206) 2021-Present, C 180 9AT (170 HP),MERCEDES BENZ,,,,,MERCEDES BENZ C-Class T-Modell (S206) 2021-Present  C 180 9AT (170 HP),
3962,MERCEDES BENZ CLS  2021-Present,350 9AT (299 HP),MERCEDES BENZ,,,,,MERCEDES BENZ CLS  2021-Present 350 9AT (299 HP),
3963,2022 Mercedes-Benz EQB,300 4MATIC 79.8 KWh AWD (228 HP),MERCEDES BENZ,4684.0,1834.0,1666.0,2100.0,2022 Mercedes-Benz EQB 300 4MATIC 79.8 KWh AWD (228 HP),2
3964,2022 Mercedes-Benz EQS,580 4MATIC 385 KW AWD (523 HP),MERCEDES BENZ,5217.0,1925.0,1511.0,2585.0,2022 Mercedes-Benz EQS 580 4MATIC 385 KW AWD (523 HP),3
3965,MERCEDES BENZ Citan 2021-Present,Panel Van 110 6MT (102 HP),MERCEDES BENZ,,,,,MERCEDES BENZ Citan 2021-Present Panel Van 110 6MT (102 HP),
3966,MERCEDES BENZ C-Class All-Terrain 2021-Present,C 220 d 4MATIC 9AT AWD (200 HP),MERCEDES BENZ,4755.0,1821.0,1494.0,1875.0,MERCEDES BENZ C-Class All-Terrain 2021-Present C 220 d 4MATIC 9AT AWD (200 HP),2
3967,MERCEDES BENZ EQE 2021-Present,350 215 KW,MERCEDES BENZ,4945.0,1961.0,1511.0,,MERCEDES BENZ EQE 2021-Present 350 215 KW,
3968,2021 Mercedes-Benz GLS Maybach,4.0L V8 9AT AWD (558 HP),MERCEDES BENZ,5204.0,2029.0,1839.0,2785.0,2021 Mercedes-Benz GLS Maybach 4.0L V8 9AT AWD (558 HP),3
3969,2021 Mercedes-Benz GLA,200d 4MATIC 8AT (150 HP),MERCEDES BENZ,4409.0,1834.0,1610.0,1595.0,2021 Mercedes-Benz GLA 200d 4MATIC 8AT (150 HP),1
3970,MERCEDES BENZ Vito Tourer 2020-Present,eVito 90 KWh (204 HP),MERCEDES BENZ,5141.0,1928.0,1890.0,,MERCEDES BENZ Vito Tourer 2020-Present eVito 90 KWh (204 HP),
3971,2021 Mercedes-Benz E-Class,220 d 4MATIC 9AT (194 HP),MERCEDES BENZ,,,,,2021 Mercedes-Benz E-Class 220 d 4MATIC 9AT (194 HP),
3972,2021 Mercedes-Benz E-Class T-Modell All Terrain,E450 3.0L 9AT AWD (362 HP),MERCEDES BENZ,4933.0,1852.0,1466.0,,2021 Mercedes-Benz E-Class T-Modell All Terrain E450 3.0L 9AT AWD (362 HP),
3973,MERCEDES BENZ E-Class Cabrio (A238) 2020-Present,220 d 4MATIC 9AT (194 HP),MERCEDES BENZ,,,,,MERCEDES BENZ E-Class Cabrio (A238) 2020-Present 220 d 4MATIC 9AT (194 HP),
3974,MERCEDES BENZ S-Class (W223) / (V223) 2020-Present,S 350 d 9AT (286 HP) L,MERCEDES BENZ,5288.0,1953.0,1504.0,2090.0,MERCEDES BENZ S-Class (W223) / (V223) 2020-Present S 350 d 9AT (286 HP) L,2
3975,MERCEDES BENZ S-Class Maybach (X223) 2020-Present,S 680 4MATIC V12 9AT AWD (612 HP),MERCEDES BENZ,5469.0,1920.0,1509.0,2275.0,MERCEDES BENZ S-Class Maybach (X223) 2020-Present S 680 4MATIC V12 9AT AWD (612 HP),2
3976,2019 Mercedes-Benz EQC 400,400 4MATIC 80 Kwh (408 HP),MERCEDES BENZ,4760.0,1885.0,1623.0,2425.0,2019 Mercedes-Benz EQC 400 400 4MATIC 80 Kwh (408 HP),2
3977,2020 Mercedes-Benz GLE,350de PHEV 4MATIC 9AT AWD (306 HP),MERCEDES BENZ,4925.0,1948.0,1796.0,2655.0,2020 Mercedes-Benz GLE 350de PHEV 4MATIC 9AT AWD (306 HP),3
3978,2019 Mercedes-Benz CLA Coupe,250e PHEV 8AT FWD (218 HP),MERCEDES BENZ,4689.0,1999.0,1440.0,1650.0,2019 Mercedes-Benz CLA Coupe 250e PHEV 8AT FWD (218 HP),2
3979,MERCEDES BENZ V-Class 2019-Present,V 220d 4MATIC 9AT AWD (163 HP),MERCEDES BENZ,4895.0,1928.0,1880.0,2120.0,MERCEDES BENZ V-Class 2019-Present V 220d 4MATIC 9AT AWD (163 HP),2
3980,2019 Mercedes-Benz CLA Shooting Brake,250e PHEV 8AT FWD (218 HP),MERCEDES BENZ,4689.0,1999.0,1443.0,1675.0,2019 Mercedes-Benz CLA Shooting Brake 250e PHEV 8AT FWD (218 HP),2
3981,MERCEDES BENZ GLC (X253) 2019-2022,300d 4MATIC 9AT AWD (245 HP),MERCEDES BENZ,4656.0,1890.0,1643.0,1770.0,MERCEDES BENZ GLC (X253) 2019-2022 300d 4MATIC 9AT AWD (245 HP),2
3982,2020 Mercedes-Benz GLC Coupe,300 d 4MATIC 9AT AWD (245 HP),MERCEDES BENZ,4732.0,1890.0,1603.0,1800.0,2020 Mercedes-Benz GLC Coupe 300 d 4MATIC 9AT AWD (245 HP),2
3983,2020 Mercedes-Benz GLS,450 4MATIC 9AT AWD (367 HP),MERCEDES BENZ,5207.0,1956.0,1824.0,2586.0,2020 Mercedes-Benz GLS 450 4MATIC 9AT AWD (367 HP),3
3984,2020 Mercedes-Benz GLB,200d 4MATIC 8AT AWD (150 HP),MERCEDES BENZ,4633.0,1834.0,1659.0,1660.0,2020 Mercedes-Benz GLB 200d 4MATIC 8AT AWD (150 HP),2
3985,2020 Mercedes-Benz GLE Coupe,400d 4MATIC 9AT (330 HP),MERCEDES BENZ,4938.0,2009.0,1699.0,2265.0,2020 Mercedes-Benz GLE Coupe 400d 4MATIC 9AT (330 HP),2
3986,2019 Mercedes-Benz EQV,150 Kw (204 HP),MERCEDES BENZ,5141.0,,,,2019 Mercedes-Benz EQV 150 Kw (204 HP),
3987,MERCEDES BENZ CLS Class (C257) 2018-2021,450 4MATIC 9AT AWD (367 HP),MERCEDES BENZ,4938.0,1882.0,1417.0,1865.0,MERCEDES BENZ CLS Class (C257) 2018-2021 450 4MATIC 9AT AWD (367 HP),2
3988,2019 Mercedes-Benz G-Class,G 500 9AT (422 HP),MERCEDES BENZ,,,,,2019 Mercedes-Benz G-Class G 500 9AT (422 HP),
3989,MERCEDES BENZ A-Class (W177) 2018-2022,200 6MT FWD (163 HP),MERCEDES BENZ,,,,,MERCEDES BENZ A-Class (W177) 2018-2022 200 6MT FWD (163 HP),
3990,MERCEDES BENZ S-Class Maybach (X222) 2018-2020,S 560 Biturbo V8 4MATIC 9AT AWD (469 HP),MERCEDES BENZ,5425.0,2131.0,1499.0,,MERCEDES BENZ S-Class Maybach (X222) 2018-2020 S 560 Biturbo V8 4MATIC 9AT AWD (469 HP),
3991,MERCEDES BENZ C-Class (W205) 2018-2021,C 160 9AT RWD (129 HP),MERCEDES BENZ,4686.0,2019.0,1443.0,,MERCEDES BENZ C-Class (W205) 2018-2021 C 160 9AT RWD (129 HP),
3992,MERCEDES BENZ C-Class T-Modell (S205) 2018-2021,C 300d 4MATIC G-TRONIC 9AT AWD (245 HP),MERCEDES BENZ,4702.0,1811.0,1458.0,1660.0,MERCEDES BENZ C-Class T-Modell (S205) 2018-2021 C 300d 4MATIC G-TRONIC 9AT AWD (245 HP),2
3993,MERCEDES BENZ S650 PULLMAN MAYBACH 2018-Present,V12 (630 HP),MERCEDES BENZ,,,,,MERCEDES BENZ S650 PULLMAN MAYBACH 2018-Present V12 (630 HP),
3994,MERCEDES BENZ C-Class (A205) 2018-Present,C 400 V6 4MATIC G-TRONIC 9AT AWD (333 HP),MERCEDES BENZ,4686.0,1811.0,1410.0,1785.0,MERCEDES BENZ C-Class (A205) 2018-Present C 400 V6 4MATIC G-TRONIC 9AT AWD (333 HP),2
3995,MERCEDES BENZ A-Class L Sedan 2018-Present,1.3L 7AT (135 HP),MERCEDES BENZ,4610.0,1796.0,1461.0,,MERCEDES BENZ A-Class L Sedan 2018-Present 1.3L 7AT (135 HP),
3996,MERCEDES BENZ A-Class Sedan (V177) 2018-Present,A 220d 4MATIC 8AT AWD  (190 HP),MERCEDES BENZ,4549.0,1796.0,1445.0,1520.0,MERCEDES BENZ A-Class Sedan (V177) 2018-Present A 220d 4MATIC 8AT AWD  (190 HP),1
3997,2019 Mercedes-Benz B-Class (W247),B 220d 8AT FWD (190 HP),MERCEDES BENZ,4420.0,1796.0,1562.0,1545.0,2019 Mercedes-Benz B-Class (W247) B 220d 8AT FWD (190 HP),1
3998,MERCEDES BENZ GLA (X156) 2017-2020,200d 4MATIC 7AT AWD (136 HP),MERCEDES BENZ,4425.0,1803.0,1494.0,1595.0,MERCEDES BENZ GLA (X156) 2017-2020 200d 4MATIC 7AT AWD (136 HP),1
3999,MERCEDES BENZ E-Class T-Modell All-Terrain (S213) 2017-2020,400 4MATIC 9AT AWD (333 HP),MERCEDES BENZ,493.0,1852.0,1476.0,1910.0,MERCEDES BENZ E-Class T-Modell All-Terrain (S213) 2017-2020 400 4MATIC 9AT AWD (333 HP),2
4000,MERCEDES BENZ S-Class 2017-2020,500 e lang RWD (442 HP),MERCEDES BENZ,5245.0,1900.0,1496.0,2215.0,MERCEDES BENZ S-Class 2017-2020 500 e lang RWD (442 HP),2
4001,MERCEDES BENZ X-Class  2017-2020,250d 4MATIC 7AT AWD (190 HP),MERCEDES BENZ,5339.0,1920.0,1819.0,2234.0,MERCEDES BENZ X-Class  2017-2020 250d 4MATIC 7AT AWD (190 HP),2
4002,MERCEDES BENZ S-Class Coupe (C217) 2017-2020,560 9AT (469 HP),MERCEDES BENZ,5027.0,1900.0,1412.0,,MERCEDES BENZ S-Class Coupe (C217) 2017-2020 560 9AT (469 HP),
4003,2017 Mercedes-Benz S-Class Cabriolet,560 9AT (469 HP),MERCEDES BENZ,5027.0,1900.0,1417.0,,2017 Mercedes-Benz S-Class Cabriolet 560 9AT (469 HP),
4004,MERCEDES BENZ E-Class (W213) 2016-2020,350d 9AT RWD (258 HP),MERCEDES BENZ,4923.0,1852.0,1468.0,1800.0,MERCEDES BENZ E-Class (W213) 2016-2020 350d 9AT RWD (258 HP),2
4005,MERCEDES BENZ SL-Class (R231) 2016-Present,500 V8 9AT RWD (455 HP),MERCEDES BENZ,4630.0,1877.0,1316.0,1795.0,MERCEDES BENZ SL-Class (R231) 2016-Present 500 V8 9AT RWD (455 HP),2
4006,MERCEDES BENZ SL 63 AMG (R231) 2016-Present,5.5L 7AT (585 HP),MERCEDES BENZ,4630.0,1877.0,1316.0,1845.0,MERCEDES BENZ SL 63 AMG (R231) 2016-Present 5.5L 7AT (585 HP),2
4007,MERCEDES BENZ SL 65 AMG (R231) 2016-Present,6.0 V12 7AT (630 HP),MERCEDES BENZ,4630.0,1877.0,1316.0,1950.0,MERCEDES BENZ SL 65 AMG (R231) 2016-Present 6.0 V12 7AT (630 HP),2
4008,MERCEDES BENZ C-Class Coupe (C205) 2016-Present,250d 9AT 4MATIC AWD (204 HP),MERCEDES BENZ,4686.0,1811.0,1405.0,1685.0,MERCEDES BENZ C-Class Coupe (C205) 2016-Present 250d 9AT 4MATIC AWD (204 HP),2
4009,MERCEDES BENZ C-Class Cabriolet (A205) 2016-Present,180 6MT RWD (156 HP),MERCEDES BENZ,4686.0,1811.0,1410.0,,MERCEDES BENZ C-Class Cabriolet (A205) 2016-Present 180 6MT RWD (156 HP),
4010,MERCEDES BENZ GLS-Class (X166) 2016-2019,350d 4MATIC 9AT AWD (258 HP),MERCEDES BENZ,5131.0,1933.0,1849.0,2455.0,MERCEDES BENZ GLS-Class (X166) 2016-2019 350d 4MATIC 9AT AWD (258 HP),2
4011,MERCEDES BENZ S-Class Cabriolet (A217) 2016-2017,500 9AT (455 HP),MERCEDES BENZ,5027.0,1900.0,1417.0,2115.0,MERCEDES BENZ S-Class Cabriolet (A217) 2016-2017 500 9AT (455 HP),2
4012,MERCEDES BENZ SLC-Class (R172) 2016-Present,250d 9AT RWD (204 HP),MERCEDES BENZ,4133.0,1811.0,1300.0,1605.0,MERCEDES BENZ SLC-Class (R172) 2016-Present 250d 9AT RWD (204 HP),2
4013,2016 Mercedes-Benz G-Class Professional,350 d 7AT (245 HP),MERCEDES BENZ,4661.0,1867.0,1953.0,2612.0,2016 Mercedes-Benz G-Class Professional 350 d 7AT (245 HP),3
4014,MERCEDES BENZ GLC Coupe (C253) 2016-2019,350 e 4MATIC 7AT AWD (211 HP),MERCEDES BENZ,4732.0,1890.0,1603.0,2040.0,MERCEDES BENZ GLC Coupe (C253) 2016-2019 350 e 4MATIC 7AT AWD (211 HP),2
4015,MERCEDES BENZ E-Class Coupe (C238) 2016-Present,350d 4MATIC 9AT AWD (258 HP),MERCEDES BENZ,4826.0,1859.0,1430.0,1890.0,MERCEDES BENZ E-Class Coupe (C238) 2016-Present 350d 4MATIC 9AT AWD (258 HP),2
4016,MERCEDES BENZ E-Class Cabriolet (A238) 2016-2020,E 350d 4MATIC  9AT AWD (258 HP),MERCEDES BENZ,4826.0,2055.0,1435.0,1975.0,MERCEDES BENZ E-Class Cabriolet (A238) 2016-2020 E 350d 4MATIC  9AT AWD (258 HP),2
4017,2017 Mercedes-Benz E-Class estate,400 4MATIC 9AT AWD (333 HP),MERCEDES BENZ,4933.0,1852.0,1476.0,1910.0,2017 Mercedes-Benz E-Class estate 400 4MATIC 9AT AWD (333 HP),2
4018,MERCEDES BENZ CLA (C117) 2016-2018,200d 4MATIC 7AT AWD (136 HP),MERCEDES BENZ,4641.0,1778.0,1433.0,1585.0,MERCEDES BENZ CLA (C117) 2016-2018 200d 4MATIC 7AT AWD (136 HP),1
4019,MERCEDES BENZ S-Class Maybach (X222) 2015-2018,S 600 7AT AWD (530 HP),MERCEDES BENZ,5453.0,1900.0,1499.0,2335.0,MERCEDES BENZ S-Class Maybach (X222) 2015-2018 S 600 7AT AWD (530 HP),2
4020,2015 Mercedes-Benz G-Class 4x4 Squared,500 7AT 4x4 (422 HP),MERCEDES BENZ,4671.0,1867.0,2250.0,2946.0,2015 Mercedes-Benz G-Class 4x4 Squared 500 7AT 4x4 (422 HP),3
4021,2016 Mercedes-Benz S600 Pullman Maybach,6.0 V12 (530 HP),MERCEDES BENZ,6500.0,1598.0,,,2016 Mercedes-Benz S600 Pullman Maybach 6.0 V12 (530 HP),
4022,2015 Mercedes-Benz CLA Shooting Brake,220d 4MATIC 7AT AWD (177 HP),MERCEDES BENZ,4630.0,1778.0,1435.0,1615.0,2015 Mercedes-Benz CLA Shooting Brake 220d 4MATIC 7AT AWD (177 HP),2
4023,MERCEDES BENZ GLE (W166) 2015-2019,500 e 4MATIC 7AT AWD (422 HP),MERCEDES BENZ,4818.0,1935.0,1796.0,2465.0,MERCEDES BENZ GLE (W166) 2015-2019 500 e 4MATIC 7AT AWD (422 HP),2
4024,2015 Mercedes-Benz GLE Coupe,350 d 4MATIC 9AT AWD (258 HP),MERCEDES BENZ,4900.0,2004.0,1699.0,2250.0,2015 Mercedes-Benz GLE Coupe 350 d 4MATIC 9AT AWD (258 HP),2
4025,2015 Mercedes-Benz C 450 AMG 4Matic T-Modell (S205),450 AMG 4MATIC 7AT (367 HP),MERCEDES BENZ,4702.0,1811.0,1458.0,1735.0,2015 Mercedes-Benz C 450 AMG 4Matic T-Modell (S205) 450 AMG 4MATIC 7AT (367 HP),2
4026,MERCEDES BENZ A-Klasse (W176) 2015-2018,200d 4MATIC 7AT AWD (136 HP),MERCEDES BENZ,4300.0,1781.0,1433.0,1545.0,MERCEDES BENZ A-Klasse (W176) 2015-2018 200d 4MATIC 7AT AWD (136 HP),1
4027,MERCEDES BENZ GLC (X253) 2015-2019,350 e 4MATIC 7AT AWD (320 HP),MERCEDES BENZ,4656.0,1890.0,1636.0,2025.0,MERCEDES BENZ GLC (X253) 2015-2019 350 e 4MATIC 7AT AWD (320 HP),2
4028,2014 Mercedes-Benz C-Class (W205),C 350 e 7AT RWD (279 HP),MERCEDES BENZ,4686.0,1811.0,1443.0,1780.0,2014 Mercedes-Benz C-Class (W205) C 350 e 7AT RWD (279 HP),2
4029,MERCEDES BENZ S-Class Coupe (C217) 2014-2017,3.0L V6 4MATIC 7AT (368 HP),MERCEDES BENZ,5027.0,1900.0,1412.0,2090.0,MERCEDES BENZ S-Class Coupe (C217) 2014-2017 3.0L V6 4MATIC 7AT (368 HP),2
4030,2014 Mercedes-Benz S63 AMG Coupe,5.5L V8 4MATIC 7AT AWD (585 HP),MERCEDES BENZ,5027.0,1900.0,1412.0,2070.0,2014 Mercedes-Benz S63 AMG Coupe 5.5L V8 4MATIC 7AT AWD (585 HP),2
4031,MERCEDES BENZ V-Class (W447) 2014-2019,V 250 BlueTEC 7AT RWD (190 HP),MERCEDES BENZ,5141.0,2248.0,1880.0,2145.0,MERCEDES BENZ V-Class (W447) 2014-2019 V 250 BlueTEC 7AT RWD (190 HP),2
4032,MERCEDES BENZ C-Class T-Modell (S205) 2014-2018,C 350 e 7AT RWD (279 HP),MERCEDES BENZ,4702.0,1811.0,1458.0,1840.0,MERCEDES BENZ C-Class T-Modell (S205) 2014-2018 C 350 e 7AT RWD (279 HP),2
4033,MERCEDES BENZ C 63 AMG T-Modell (S205) 2014-Present,4.0L V8 S 7AT RWD (510 HP),MERCEDES BENZ,4770.0,1839.0,1440.0,1800.0,MERCEDES BENZ C 63 AMG T-Modell (S205) 2014-Present 4.0L V8 S 7AT RWD (510 HP),2
4034,2014 Mercedes-Benz S65 AMG Coupe,6.0 V12 7AT (630 HP),MERCEDES BENZ,5027.0,1900.0,1412.0,2185.0,2014 Mercedes-Benz S65 AMG Coupe 6.0 V12 7AT (630 HP),2
4035,Mercedes-Benz CLS (C218),500 4MATIC 7AT AWD (408 HP),MERCEDES BENZ,4938.0,1882.0,1417.0,1940.0,Mercedes-Benz CLS (C218) 500 4MATIC 7AT AWD (408 HP),2
4036,2014 Mercedes-Benz CLS63 AMG,5.5L V8 7AT 4MATIC AWD (557 HP),MERCEDES BENZ,4938.0,1882.0,1417.0,1945.0,2014 Mercedes-Benz CLS63 AMG 5.5L V8 7AT 4MATIC AWD (557 HP),2
4037,MERCEDES BENZ CLS Shooting Brake (X218) 2014-2017,500 4MATIC 7AT AWD (408 HP),MERCEDES BENZ,4953.0,1882.0,1420.0,2005.0,MERCEDES BENZ CLS Shooting Brake (X218) 2014-2017 500 4MATIC 7AT AWD (408 HP),2
4038,2014 Mercedes-Benz CLS63 AMG Shooting Brake,5.5L V8 7AT 4MATIC AWD (557 HP),MERCEDES BENZ,4653.0,1882.0,1420.0,2025.0,2014 Mercedes-Benz CLS63 AMG Shooting Brake 5.5L V8 7AT 4MATIC AWD (557 HP),2
4039,2015 Mercedes-Benz B-Class (W246),Electric Drive (179 HP),MERCEDES BENZ,4394.0,1786.0,1557.0,1725.0,2015 Mercedes-Benz B-Class (W246) Electric Drive (179 HP),2
4040,MERCEDES BENZ C 450 AMG (W205) 2014-2015,450 AMG 4MATIC 7AT (367 HP),MERCEDES BENZ,4686.0,1811.0,1443.0,1690.0,MERCEDES BENZ C 450 AMG (W205) 2014-2015 450 AMG 4MATIC 7AT (367 HP),2
4041,2013 Mercedes-Benz G63 AMG 6x6,5.5 V8 7AT 6x6 (544 HP),MERCEDES BENZ,5875.0,2111.0,2210.0,3850.0,2013 Mercedes-Benz G63 AMG 6x6 5.5 V8 7AT 6x6 (544 HP),3
4042,MERCEDES BENZ SLS AMG Black Series 2013-2014,6.3L V8 7AT (631 HP),MERCEDES BENZ,4638.0,1966.0,1260.0,1550.0,MERCEDES BENZ SLS AMG Black Series 2013-2014 6.3L V8 7AT (631 HP),1
4043,MERCEDES BENZ E 63 AMG (W212) 2013-2016,5.5L V8 4MATIC S-Model 7AT AWD (585 HP),MERCEDES BENZ,4892.0,1872.0,1466.0,1940.0,MERCEDES BENZ E 63 AMG (W212) 2013-2016 5.5L V8 4MATIC S-Model 7AT AWD (585 HP),2
4044,MERCEDES BENZ E 63 AMG T-Modell (S212) 2013-2017,5.5L V8 4MATIC S-Model 7AT AWD (585 HP),MERCEDES BENZ,4905.0,1872.0,1521.0,2045.0,MERCEDES BENZ E 63 AMG T-Modell (S212) 2013-2017 5.5L V8 4MATIC S-Model 7AT AWD (585 HP),2
4045,MERCEDES BENZ CLA (C117) 2013-2016,220 CDI 7AT FWD (170 HP),MERCEDES BENZ,4630.0,1778.0,1438.0,1525.0,MERCEDES BENZ CLA (C117) 2013-2016 220 CDI 7AT FWD (170 HP),1
4046,2013 Mercedes-Benz A45 AMG,2.0L 4MATIC 7AT (380 HP),MERCEDES BENZ,4293.0,1781.0,1326.0,1555.0,2013 Mercedes-Benz A45 AMG 2.0L 4MATIC 7AT (380 HP),1
4047,MERCEDES BENZ CLA 45 (C117) 2013-2016,2.0 4MATIC 7AT (360 HP),MERCEDES BENZ,4630.0,1778.0,1433.0,1585.0,MERCEDES BENZ CLA 45 (C117) 2013-2016 2.0 4MATIC 7AT (360 HP),1
4048,2014 Mercedes E-Class Coupe (C207),E 500 7AT RWD (408 HP),MERCEDES BENZ,4704.0,1786.0,1397.0,1815.0,2014 Mercedes E-Class Coupe (C207) E 500 7AT RWD (408 HP),2
4049,2014 Mercedes-Benz E-Class Cabriolet (A207),E 500 7AT RWD (408 HP),MERCEDES BENZ,4704.0,1786.0,1397.0,1945.0,2014 Mercedes-Benz E-Class Cabriolet (A207) E 500 7AT RWD (408 HP),2
4050,2013 Mercedes-Benz E-Class T-Modell (S212),E 500 4Matic 7AT AWD (408 HP),MERCEDES BENZ,4905.0,1854.0,1473.0,2075.0,2013 Mercedes-Benz E-Class T-Modell (S212) E 500 4Matic 7AT AWD (408 HP),2
4051,2013 Mercedes-Benz E-Class (W212),500 4Matic 7AT (408 HP),MERCEDES BENZ,4879.0,1854.0,1473.0,1985.0,2013 Mercedes-Benz E-Class (W212) 500 4Matic 7AT (408 HP),2
4052,2013 Mercedes-Benz S-Class,S500 PLUG-IN HYBRID 7AT AWD (442 HP),MERCEDES BENZ,5245.0,1900.0,1496.0,2215.0,2013 Mercedes-Benz S-Class S500 PLUG-IN HYBRID 7AT AWD (442 HP),2
4053,2013 Mercedes-AMG S 63,5.5l V8 7AT (585 HP),MERCEDES BENZ,5245.0,1900.0,1496.0,1970.0,2013 Mercedes-AMG S 63 5.5l V8 7AT (585 HP),2
4054,MERCEDES BENZ GLA (X156) 2013-2017,180 CDI 6MT FWD (109 HP),MERCEDES BENZ,4417.0,1803.0,1494.0,1535.0,MERCEDES BENZ GLA (X156) 2013-2017 180 CDI 6MT FWD (109 HP),1
4055,MERCEDES BENZ S 65 AMG (W222) 2013-2017,6.0L V12 7AT (630 HP),MERCEDES BENZ,5245.0,1900.0,1496.0,2250.0,MERCEDES BENZ S 65 AMG (W222) 2013-2017 6.0L V12 7AT (630 HP),2
4056,MERCEDES BENZ B-Klasse (W246) 2012-2014,200 Natural Gas (156 HP),MERCEDES BENZ,4359.0,2010.0,155702.0,1535.0,MERCEDES BENZ B-Klasse (W246) 2012-2014 200 Natural Gas (156 HP),1
4057,2012 Mercedes-Benz SL,500 BlueEFFICIENCY 7AT RWD (435 HP),MERCEDES BENZ,4613.0,1877.0,1313.0,1685.0,2012 Mercedes-Benz SL 500 BlueEFFICIENCY 7AT RWD (435 HP),2
4058,MERCEDES BENZ SLK 55 AMG (R172) 2012-2016,5.5 V8 7AT (421 HP),MERCEDES BENZ,4145.0,2007.0,1300.0,1690.0,MERCEDES BENZ SLK 55 AMG (R172) 2012-2016 5.5 V8 7AT (421 HP),2
4059,MERCEDES BENZ SL 63 AMG (R231) 2012-2016,5.5 7AT (537 HP),MERCEDES BENZ,4618.0,1877.0,1316.0,1845.0,MERCEDES BENZ SL 63 AMG (R231) 2012-2016 5.5 7AT (537 HP),2
4060,2012 Mercedes-Benz A-Class (W176),220 4MATIC 7AT FWD (183 HP),MERCEDES BENZ,4293.0,1781.0,1433.0,1505.0,2012 Mercedes-Benz A-Class (W176) 220 4MATIC 7AT FWD (183 HP),1
4061,MERCEDES BENZ SL 65 AMG (R231) 2012-2016,6.0L V12 AMG 7AT (630 HP),MERCEDES BENZ,4618.0,1877.0,1316.0,1950.0,MERCEDES BENZ SL 65 AMG (R231) 2012-2016 6.0L V12 AMG 7AT (630 HP),2
4062,MERCEDES BENZ GL-Klasse (X165) 2012-2016,500 4MATIC BlueEFFICIENCY 7AT AWD (435 HP),MERCEDES BENZ,5121.0,2141.0,1849.0,2445.0,MERCEDES BENZ GL-Klasse (X165) 2012-2016 500 4MATIC BlueEFFICIENCY 7AT AWD (435 HP),2
4063,2012 Mercedes-Benz G-Class 5-door,500 7AT AWD (422 HP),MERCEDES BENZ,4572.0,1760.0,1951.0,2595.0,2012 Mercedes-Benz G-Class 5-door 500 7AT AWD (422 HP),3
4064,2012 Mercedes-Benz G-Class Cabriolet,500 7AT (387 HP),MERCEDES BENZ,4275.0,1760.0,1956.0,2380.0,2012 Mercedes-Benz G-Class Cabriolet 500 7AT (387 HP),2
4065,2012 Mercedes-Benz G 63 AMG,5.5L V8 7AT AWD (571 HP),MERCEDES BENZ,4681.0,1864.0,1935.0,2555.0,2012 Mercedes-Benz G 63 AMG 5.5L V8 7AT AWD (571 HP),3
4066,2012 Mercedes-Benz G 65 AMG,6.0L V12 7AT (630 HP),MERCEDES BENZ,4681.0,1864.0,1935.0,2660.0,2012 Mercedes-Benz G 65 AMG 6.0L V12 7AT (630 HP),3
4067,MERCEDES BENZ GL 63 AMG (X166) 2012-2016,5.5L V8 7AT AWD (557 HP),MERCEDES BENZ,5121.0,2141.0,1849.0,2580.0,MERCEDES BENZ GL 63 AMG (X166) 2012-2016 5.5L V8 7AT AWD (557 HP),3
4068,MERCEDES BENZ SLS AMG GT 2012-2014,6.2 V8 7AT (591 HP),MERCEDES BENZ,4638.0,1938.0,1262.0,1695.0,MERCEDES BENZ SLS AMG GT 2012-2014 6.2 V8 7AT (591 HP),2
4069,MERCEDES BENZ CLS Shooting Brake (X218) 2012-2017,500 4MATIC 7AT AWD (408 HP),MERCEDES BENZ,4956.0,1882.0,1412.0,1915.0,MERCEDES BENZ CLS Shooting Brake (X218) 2012-2017 500 4MATIC 7AT AWD (408 HP),2
4070,MERCEDES BENZ SLS AMG Roadster 2012-2014,6.2L V8 7AT RWD (591 HP),MERCEDES BENZ,4638.0,1938.0,1260.0,1735.0,MERCEDES BENZ SLS AMG Roadster 2012-2014 6.2L V8 7AT RWD (591 HP),2
4071,MERCEDES BENZ CLS AMG Shooting Brake 2012-Present,5.5L V8 7AT RWD (525 HP),MERCEDES BENZ,4956.0,1882.0,1415.0,1955.0,MERCEDES BENZ CLS AMG Shooting Brake 2012-Present 5.5L V8 7AT RWD (525 HP),2
4072,MERCEDES BENZ CL 63 AMG (C216) 2012-2013,5.5L V8 7AT RWD (544 HP),MERCEDES BENZ,5105.0,1872.0,1425.0,2135.0,MERCEDES BENZ CL 63 AMG (C216) 2012-2013 5.5L V8 7AT RWD (544 HP),2
4073,2012 Mercedes-Benz GLK,220 CDI 4MATIC 7AT AWD (170 HP),MERCEDES BENZ,4529.0,1886.0,1699.0,1880.0,2012 Mercedes-Benz GLK 220 CDI 4MATIC 7AT AWD (170 HP),2
